_rowid,DeliverableID,ConsultantID,Month,ActualHours,event_type,start_date,end_date
804,268,30,,142.52,process_deliverable_5,2025-10-15 19:59:51.150932,2025-11-02 09:40:39.996909
805,268,35,,142.52,process_deliverable_5,2025-10-15 19:59:51.150932,2025-11-02 09:40:39.996909
806,270,21,,45.88,process_deliverable_1,2025-10-26 01:13:58.916038,2025-11-21 04:28:16.981792
807,270,40,,45.88,process_deliverable_1,2025-10-26 01:13:58.916038,2025-11-21 04:28:16.981792
808,272,37,,81.86,process_deliverable_5,2025-10-30 18:30:40.241223,2025-11-22 08:34:07.738618
809,272,7,,81.86,process_deliverable_5,2025-10-30 18:30:40.241223,2025-11-22 08:34:07.738618
810,272,11,,81.86,process_deliverable_5,2025-10-30 18:30:40.241223,2025-11-22 08:34:07.738618
811,271,20,,90.8,process_deliverable_4,2025-10-30 13:53:21.164896,2025-11-26 14:11:11.551883
812,271,57,,90.8,process_deliverable_4,2025-10-30 13:53:21.164896,2025-11-26 14:11:11.551883
813,271,44,,90.8,process_deliverable_4,2025-10-30 13:53:21.164896,2025-11-26 14:11:11.551883
814,271,47,,90.8,process_deliverable_4,2025-10-30 13:53:21.164896,2025-11-26 14:11:11.551883
815,271,51,,90.8,process_deliverable_4,2025-10-30 13:53:21.164896,2025-11-26 14:11:11.551883
816,273,42,,26.82,process_deliverable_1,2025-11-09 23:11:09.563670,2025-12-06 11:32:14.344215
817,273,54,,26.82,process_deliverable_1,2025-11-09 23:11:09.563670,2025-12-06 11:32:14.344215
818,275,31,,30.81,process_deliverable_5,2025-11-26 14:11:11.551883,2025-12-15 21:32:36.893036
819,275,5,,30.81,process_deliverable_5,2025-11-26 14:11:11.551883,2025-12-15 21:32:36.893036
820,275,25,,30.81,process_deliverable_5,2025-11-26 14:11:11.551883,2025-12-15 21:32:36.893036
821,274,60,,39.96,process_deliverable_2,2025-11-21 04:28:16.981792,2025-12-21 20:42:35.367203
822,274,1,,39.96,process_deliverable_2,2025-11-21 04:28:16.981792,2025-12-21 20:42:35.367203
823,276,48,,23.36,process_deliverable_2,2025-12-06 11:32:14.344215,2025-12-25 00:58:41.231614
824,276,32,,23.36,process_deliverable_2,2025-12-06 11:32:14.344215,2025-12-25 00:58:41.231614
825,277,39,,75.04,process_deliverable_4,2025-12-21 20:42:35.367203,2025-12-29 15:48:07.569726
826,277,52,,75.04,process_deliverable_4,2025-12-21 20:42:35.367203,2025-12-29 15:48:07.569726
827,277,18,,75.04,process_deliverable_4,2025-12-21 20:42:35.367203,2025-12-29 15:48:07.569726
828,277,13,,75.04,process_deliverable_4,2025-12-21 20:42:35.367203,2025-12-29 15:48:07.569726
829,277,14,,75.04,process_deliverable_4,2025-12-21 20:42:35.367203,2025-12-29 15:48:07.569726
830,278,55,,117.29,process_deliverable_4,2025-12-25 00:58:41.231614,2026-01-13 10:09:56.072834
831,278,4,,117.29,process_deliverable_4,2025-12-25 00:58:41.231614,2026-01-13 10:09:56.072834
832,278,59,,117.29,process_deliverable_4,2025-12-25 00:58:41.231614,2026-01-13 10:09:56.072834
833,278,27,,117.29,process_deliverable_4,2025-12-25 00:58:41.231614,2026-01-13 10:09:56.072834
834,278,43,,117.29,process_deliverable_4,2025-12-25 00:58:41.231614,2026-01-13 10:09:56.072834
835,279,33,,91.92,process_deliverable_5,2025-12-29 15:48:07.569726,2026-01-15 04:06:11.214438
836,279,16,,91.92,process_deliverable_5,2025-12-29 15:48:07.569726,2026-01-15 04:06:11.214438
837,279,56,,91.92,process_deliverable_5,2025-12-29 15:48:07.569726,2026-01-15 04:06:11.214438
838,280,45,,77.03,process_deliverable_1,2026-01-01 11:39:41.797706,2026-01-22 04:20:28.081864
839,280,34,,77.03,process_deliverable_1,2026-01-01 11:39:41.797706,2026-01-22 04:20:28.081864
840,281,21,,59.66,process_deliverable_1,2026-01-09 17:53:29.919358,2026-02-06 14:03:48.463480
841,281,8,,59.66,process_deliverable_1,2026-01-09 17:53:29.919358,2026-02-06 14:03:48.463480
842,285,45,,22.82,process_deliverable_1,2026-01-24 21:01:02.828720,2026-02-07 10:19:11.576188
843,285,31,,22.82,process_deliverable_1,2026-01-24 21:01:02.828720,2026-02-07 10:19:11.576188
844,282,42,,26.89,process_deliverable_1,2026-01-11 14:08:55.975518,2026-02-09 13:28:55.088753
845,282,40,,26.89,process_deliverable_1,2026-01-11 14:08:55.975518,2026-02-09 13:28:55.088753
846,284,54,,122.1,process_deliverable_2,2026-01-22 04:20:28.081864,2026-02-11 20:55:13.165593
847,284,12,,122.1,process_deliverable_2,2026-01-22 04:20:28.081864,2026-02-11 20:55:13.165593
848,283,37,,52.51,process_deliverable_5,2026-01-13 10:09:56.072834,2026-02-12 11:18:26.517634
849,283,29,,52.51,process_deliverable_5,2026-01-13 10:09:56.072834,2026-02-12 11:18:26.517634
850,283,53,,52.51,process_deliverable_5,2026-01-13 10:09:56.072834,2026-02-12 11:18:26.517634
851,286,60,,64.37,process_deliverable_2,2026-02-06 14:03:48.463480,2026-02-28 01:21:30.147165
852,286,6,,64.37,process_deliverable_2,2026-02-06 14:03:48.463480,2026-02-28 01:21:30.147165
853,288,33,,115.56,process_deliverable_2,2026-02-09 13:28:55.088753,2026-02-28 17:48:41.910766
854,288,50,,115.56,process_deliverable_2,2026-02-09 13:28:55.088753,2026-02-28 17:48:41.910766
855,290,3,,140.6,process_deliverable_4,2026-02-11 20:55:13.165593,2026-02-28 18:20:38.329053
856,290,19,,140.6,process_deliverable_4,2026-02-11 20:55:13.165593,2026-02-28 18:20:38.329053
857,290,41,,140.6,process_deliverable_4,2026-02-11 20:55:13.165593,2026-02-28 18:20:38.329053
858,290,15,,140.6,process_deliverable_4,2026-02-11 20:55:13.165593,2026-02-28 18:20:38.329053
859,290,30,,140.6,process_deliverable_4,2026-02-11 20:55:13.165593,2026-02-28 18:20:38.329053
860,287,48,,38.44,process_deliverable_2,2026-02-07 10:19:11.576188,2026-03-03 16:15:34.437807
861,287,49,,38.44,process_deliverable_2,2026-02-07 10:19:11.576188,2026-03-03 16:15:34.437807
862,289,21,,120.45,process_deliverable_1,2026-02-10 17:19:50.152831,2026-03-05 15:09:59.662482
863,289,34,,120.45,process_deliverable_1,2026-02-10 17:19:50.152831,2026-03-05 15:09:59.662482
864,292,17,,104.6,process_deliverable_4,2026-02-28 17:48:41.910766,2026-03-22 10:49:24.761837
865,292,24,,104.6,process_deliverable_4,2026-02-28 17:48:41.910766,2026-03-22 10:49:24.761837
866,292,44,,104.6,process_deliverable_4,2026-02-28 17:48:41.910766,2026-03-22 10:49:24.761837
867,292,47,,104.6,process_deliverable_4,2026-02-28 17:48:41.910766,2026-03-22 10:49:24.761837
868,292,51,,104.6,process_deliverable_4,2026-02-28 17:48:41.910766,2026-03-22 10:49:24.761837
869,294,26,,117.58,process_deliverable_4,2026-03-03 16:15:34.437807,2026-03-22 13:06:26.421323
870,294,38,,117.58,process_deliverable_4,2026-03-03 16:15:34.437807,2026-03-22 13:06:26.421323
871,294,18,,117.58,process_deliverable_4,2026-03-03 16:15:34.437807,2026-03-22 13:06:26.421323
872,294,13,,117.58,process_deliverable_4,2026-03-03 16:15:34.437807,2026-03-22 13:06:26.421323
873,294,14,,117.58,process_deliverable_4,2026-03-03 16:15:34.437807,2026-03-22 13:06:26.421323
874,291,23,,108.39,process_deliverable_4,2026-02-28 01:21:30.147165,2026-03-22 17:08:11.780359
875,291,22,,108.39,process_deliverable_4,2026-02-28 01:21:30.147165,2026-03-22 17:08:11.780359
876,291,35,,108.39,process_deliverable_4,2026-02-28 01:21:30.147165,2026-03-22 17:08:11.780359
877,291,7,,108.39,process_deliverable_4,2026-02-28 01:21:30.147165,2026-03-22 17:08:11.780359
878,291,11,,108.39,process_deliverable_4,2026-02-28 01:21:30.147165,2026-03-22 17:08:11.780359
879,293,8,,79.11,process_deliverable_5,2026-02-28 18:20:38.329053,2026-03-25 20:22:05.291890
880,293,5,,79.11,process_deliverable_5,2026-02-28 18:20:38.329053,2026-03-25 20:22:05.291890
881,293,25,,79.11,process_deliverable_5,2026-02-28 18:20:38.329053,2026-03-25 20:22:05.291890
882,295,31,,43.49,process_deliverable_2,2026-03-05 15:09:59.662482,2026-03-27 02:05:55.236856
883,295,36,,43.49,process_deliverable_2,2026-03-05 15:09:59.662482,2026-03-27 02:05:55.236856
884,299,45,,106.99,process_deliverable_1,2026-03-25 06:59:58.225011,2026-04-07 12:35:17.416073
885,299,60,,106.99,process_deliverable_1,2026-03-25 06:59:58.225011,2026-04-07 12:35:17.416073
886,300,20,,25.45,process_deliverable_4,2026-03-27 02:05:55.236856,2026-04-10 22:04:44.280591
887,300,57,,25.45,process_deliverable_4,2026-03-27 02:05:55.236856,2026-04-10 22:04:44.280591
888,300,53,,25.45,process_deliverable_4,2026-03-27 02:05:55.236856,2026-04-10 22:04:44.280591
889,300,41,,25.45,process_deliverable_4,2026-03-27 02:05:55.236856,2026-04-10 22:04:44.280591
890,300,15,,25.45,process_deliverable_4,2026-03-27 02:05:55.236856,2026-04-10 22:04:44.280591
891,297,54,,158.44,process_deliverable_5,2026-03-22 13:06:26.421323,2026-04-12 21:50:03.460361
892,297,43,,158.44,process_deliverable_5,2026-03-22 13:06:26.421323,2026-04-12 21:50:03.460361
893,297,16,,158.44,process_deliverable_5,2026-03-22 13:06:26.421323,2026-04-12 21:50:03.460361
894,298,37,,63.09,process_deliverable_5,2026-03-22 17:08:11.780359,2026-04-13 15:36:43.457882
895,298,56,,63.09,process_deliverable_5,2026-03-22 17:08:11.780359,2026-04-13 15:36:43.457882
896,298,29,,63.09,process_deliverable_5,2026-03-22 17:08:11.780359,2026-04-13 15:36:43.457882
897,301,33,,153.48,process_deliverable_2,2026-04-07 12:35:17.416073,2026-04-21 01:49:54.050013
898,301,1,,153.48,process_deliverable_2,2026-04-07 12:35:17.416073,2026-04-21 01:49:54.050013
899,296,40,,108.89,process_deliverable_5,2026-03-22 10:49:24.761837,2026-04-21 11:36:27.739907
900,296,59,,108.89,process_deliverable_5,2026-03-22 10:49:24.761837,2026-04-21 11:36:27.739907
901,296,27,,108.89,process_deliverable_5,2026-03-22 10:49:24.761837,2026-04-21 11:36:27.739907
902,302,48,,91.65,process_deliverable_5,2026-04-10 22:04:44.280591,2026-04-30 20:35:14.982870
903,302,30,,91.65,process_deliverable_5,2026-04-10 22:04:44.280591,2026-04-30 20:35:14.982870
904,302,44,,91.65,process_deliverable_5,2026-04-10 22:04:44.280591,2026-04-30 20:35:14.982870
905,303,32,,77.89,process_deliverable_4,2026-04-21 01:49:54.050013,2026-05-16 15:45:10.508163
906,303,39,,77.89,process_deliverable_4,2026-04-21 01:49:54.050013,2026-05-16 15:45:10.508163
907,303,47,,77.89,process_deliverable_4,2026-04-21 01:49:54.050013,2026-05-16 15:45:10.508163
908,303,51,,77.89,process_deliverable_4,2026-04-21 01:49:54.050013,2026-05-16 15:45:10.508163
909,303,18,,77.89,process_deliverable_4,2026-04-21 01:49:54.050013,2026-05-16 15:45:10.508163
910,304,34,,39.77,process_deliverable_5,2026-05-16 15:45:10.508163,2026-06-09 10:37:45.963076
911,304,13,,39.77,process_deliverable_5,2026-05-16 15:45:10.508163,2026-06-09 10:37:45.963076
912,304,14,,39.77,process_deliverable_5,2026-05-16 15:45:10.508163,2026-06-09 10:37:45.963076
913,305,42,,96.53,process_deliverable_1,2026-07-14 21:46:46.184294,2026-07-30 08:35:06.558694
914,305,8,,96.53,process_deliverable_1,2026-07-14 21:46:46.184294,2026-07-30 08:35:06.558694
915,306,21,,99.65,process_deliverable_1,2026-07-23 00:59:37.414576,2026-08-11 23:07:14.076634
916,306,31,,99.65,process_deliverable_1,2026-07-23 00:59:37.414576,2026-08-11 23:07:14.076634
917,308,45,,123.83,process_deliverable_1,2026-07-31 07:21:00.605272,2026-08-22 04:24:52.256450
918,308,54,,123.83,process_deliverable_1,2026-07-31 07:21:00.605272,2026-08-22 04:24:52.256450
919,307,60,,124.85,process_deliverable_2,2026-07-30 08:35:06.558694,2026-08-26 23:42:05.585939
920,307,52,,124.85,process_deliverable_2,2026-07-30 08:35:06.558694,2026-08-26 23:42:05.585939
921,309,37,,50.24,process_deliverable_2,2026-08-11 23:07:14.076634,2026-09-02 18:16:41.913018
922,309,55,,50.24,process_deliverable_2,2026-08-11 23:07:14.076634,2026-09-02 18:16:41.913018
923,310,33,,145.64,process_deliverable_2,2026-08-22 04:24:52.256450,2026-09-15 00:59:00.679944
924,310,4,,145.64,process_deliverable_2,2026-08-22 04:24:52.256450,2026-09-15 00:59:00.679944
925,311,12,,67.6,process_deliverable_4,2026-08-26 23:42:05.585939,2026-09-16 09:43:13.102493
926,311,6,,67.6,process_deliverable_4,2026-08-26 23:42:05.585939,2026-09-16 09:43:13.102493
927,311,35,,67.6,process_deliverable_4,2026-08-26 23:42:05.585939,2026-09-16 09:43:13.102493
928,311,7,,67.6,process_deliverable_4,2026-08-26 23:42:05.585939,2026-09-16 09:43:13.102493
929,311,11,,67.6,process_deliverable_4,2026-08-26 23:42:05.585939,2026-09-16 09:43:13.102493
930,313,42,,36.98,process_deliverable_1,2026-09-09 11:31:38.842461,2026-09-27 14:57:45.165417
931,313,40,,36.98,process_deliverable_1,2026-09-09 11:31:38.842461,2026-09-27 14:57:45.165417
932,312,50,,102.84,process_deliverable_4,2026-09-02 18:16:41.913018,2026-10-02 02:03:16.303250
933,312,3,,102.84,process_deliverable_4,2026-09-02 18:16:41.913018,2026-10-02 02:03:16.303250
934,312,5,,102.84,process_deliverable_4,2026-09-02 18:16:41.913018,2026-10-02 02:03:16.303250
935,312,25,,102.84,process_deliverable_4,2026-09-02 18:16:41.913018,2026-10-02 02:03:16.303250
936,312,53,,102.84,process_deliverable_4,2026-09-02 18:16:41.913018,2026-10-02 02:03:16.303250
937,314,19,,21.68,process_deliverable_4,2026-09-15 00:59:00.679944,2026-10-07 00:34:16.132526
938,314,49,,21.68,process_deliverable_4,2026-09-15 00:59:00.679944,2026-10-07 00:34:16.132526
939,314,41,,21.68,process_deliverable_4,2026-09-15 00:59:00.679944,2026-10-07 00:34:16.132526
940,314,15,,21.68,process_deliverable_4,2026-09-15 00:59:00.679944,2026-10-07 00:34:16.132526
941,314,43,,21.68,process_deliverable_4,2026-09-15 00:59:00.679944,2026-10-07 00:34:16.132526
942,315,48,,53.13,process_deliverable_5,2026-09-16 09:43:13.102493,2026-10-08 23:27:28.234606
943,315,16,,53.13,process_deliverable_5,2026-09-16 09:43:13.102493,2026-10-08 23:27:28.234606
944,315,56,,53.13,process_deliverable_5,2026-09-16 09:43:13.102493,2026-10-08 23:27:28.234606
945,317,8,,25.59,process_deliverable_2,2026-09-27 14:57:45.165417,2026-10-19 00:12:01.882505
946,317,17,,25.59,process_deliverable_2,2026-09-27 14:57:45.165417,2026-10-19 00:12:01.882505
947,318,31,,33.93,process_deliverable_5,2026-10-02 02:03:16.303250,2026-10-23 16:56:35.720761
948,318,29,,33.93,process_deliverable_5,2026-10-02 02:03:16.303250,2026-10-23 16:56:35.720761
949,318,59,,33.93,process_deliverable_5,2026-10-02 02:03:16.303250,2026-10-23 16:56:35.720761
950,320,60,,22.24,process_deliverable_5,2026-10-07 00:34:16.132526,2026-10-26 20:41:40.591232
951,320,27,,22.24,process_deliverable_5,2026-10-07 00:34:16.132526,2026-10-26 20:41:40.591232
952,320,30,,22.24,process_deliverable_5,2026-10-07 00:34:16.132526,2026-10-26 20:41:40.591232
953,316,21,,51.61,process_deliverable_1,2026-09-27 05:41:50.817400,2026-10-27 16:33:01.193387
954,316,34,,51.61,process_deliverable_1,2026-09-27 05:41:50.817400,2026-10-27 16:33:01.193387
955,319,45,,38.25,process_deliverable_1,2026-10-04 09:00:37.640239,2026-10-28 08:38:02.102463
956,319,54,,38.25,process_deliverable_1,2026-10-04 09:00:37.640239,2026-10-28 08:38:02.102463
957,321,24,,32.14,process_deliverable_4,2026-10-19 00:12:01.882505,2026-11-07 22:41:27.915214
958,321,26,,32.14,process_deliverable_4,2026-10-19 00:12:01.882505,2026-11-07 22:41:27.915214
959,321,44,,32.14,process_deliverable_4,2026-10-19 00:12:01.882505,2026-11-07 22:41:27.915214
960,321,47,,32.14,process_deliverable_4,2026-10-19 00:12:01.882505,2026-11-07 22:41:27.915214
961,321,51,,32.14,process_deliverable_4,2026-10-19 00:12:01.882505,2026-11-07 22:41:27.915214
962,322,37,,151.79,process_deliverable_2,2026-10-27 16:33:01.193387,2026-11-14 19:26:13.034852
963,322,38,,151.79,process_deliverable_2,2026-10-27 16:33:01.193387,2026-11-14 19:26:13.034852
964,323,33,,28.93,process_deliverable_2,2026-10-28 08:38:02.102463,2026-11-18 18:10:28.146846
965,323,23,,28.93,process_deliverable_2,2026-10-28 08:38:02.102463,2026-11-18 18:10:28.146846
966,324,40,,28.03,process_deliverable_5,2026-11-07 22:41:27.915214,2026-11-29 06:31:59.372728
967,324,18,,28.03,process_deliverable_5,2026-11-07 22:41:27.915214,2026-11-29 06:31:59.372728
968,324,13,,28.03,process_deliverable_5,2026-11-07 22:41:27.915214,2026-11-29 06:31:59.372728
969,327,42,,147.39,process_deliverable_1,2026-11-22 10:40:43.648167,2026-12-07 15:41:04.097737
970,327,48,,147.39,process_deliverable_1,2026-11-22 10:40:43.648167,2026-12-07 15:41:04.097737
971,325,22,,96.96,process_deliverable_4,2026-11-14 19:26:13.034852,2026-12-09 01:21:38.578486
972,325,36,,96.96,process_deliverable_4,2026-11-14 19:26:13.034852,2026-12-09 01:21:38.578486
973,325,14,,96.96,process_deliverable_4,2026-11-14 19:26:13.034852,2026-12-09 01:21:38.578486
974,325,35,,96.96,process_deliverable_4,2026-11-14 19:26:13.034852,2026-12-09 01:21:38.578486
975,325,7,,96.96,process_deliverable_4,2026-11-14 19:26:13.034852,2026-12-09 01:21:38.578486
976,326,20,,144.76,process_deliverable_4,2026-11-18 18:10:28.146846,2026-12-13 19:31:08.070883
977,326,57,,144.76,process_deliverable_4,2026-11-18 18:10:28.146846,2026-12-13 19:31:08.070883
978,326,11,,144.76,process_deliverable_4,2026-11-18 18:10:28.146846,2026-12-13 19:31:08.070883
979,326,5,,144.76,process_deliverable_4,2026-11-18 18:10:28.146846,2026-12-13 19:31:08.070883
980,326,25,,144.76,process_deliverable_4,2026-11-18 18:10:28.146846,2026-12-13 19:31:08.070883
981,330,21,,45.8,process_deliverable_1,2026-12-09 13:09:02.171083,2026-12-23 21:38:54.193478
982,330,60,,45.8,process_deliverable_1,2026-12-09 13:09:02.171083,2026-12-23 21:38:54.193478
983,328,8,,94.98,process_deliverable_2,2026-12-07 15:41:04.097737,2026-12-24 19:47:14.186352
984,328,1,,94.98,process_deliverable_2,2026-12-07 15:41:04.097737,2026-12-24 19:47:14.186352
985,329,31,,99.92,process_deliverable_5,2026-12-09 01:21:38.578486,2026-12-29 21:13:05.160959
986,329,53,,99.92,process_deliverable_5,2026-12-09 01:21:38.578486,2026-12-29 21:13:05.160959
987,329,41,,99.92,process_deliverable_5,2026-12-09 01:21:38.578486,2026-12-29 21:13:05.160959
988,331,34,,158.64,process_deliverable_5,2026-12-13 19:31:08.070883,2027-01-03 12:10:34.665762
989,331,15,,158.64,process_deliverable_5,2026-12-13 19:31:08.070883,2027-01-03 12:10:34.665762
990,331,43,,158.64,process_deliverable_5,2026-12-13 19:31:08.070883,2027-01-03 12:10:34.665762
991,332,54,,91.55,process_deliverable_2,2026-12-23 21:38:54.193478,2027-01-13 02:27:30.471613
992,332,32,,91.55,process_deliverable_2,2026-12-23 21:38:54.193478,2027-01-13 02:27:30.471613
993,334,45,,74.08,process_deliverable_1,2026-12-28 13:27:27.396887,2027-01-17 18:17:43.395892
994,334,37,,74.08,process_deliverable_1,2026-12-28 13:27:27.396887,2027-01-17 18:17:43.395892
995,333,39,,100.72,process_deliverable_4,2026-12-24 19:47:14.186352,2027-01-19 12:10:03.964779
996,333,52,,100.72,process_deliverable_4,2026-12-24 19:47:14.186352,2027-01-19 12:10:03.964779
997,333,16,,100.72,process_deliverable_4,2026-12-24 19:47:14.186352,2027-01-19 12:10:03.964779
998,333,56,,100.72,process_deliverable_4,2026-12-24 19:47:14.186352,2027-01-19 12:10:03.964779
999,333,29,,100.72,process_deliverable_4,2026-12-24 19:47:14.186352,2027-01-19 12:10:03.964779
1000,338,48,,28.97,process_deliverable_5,2027-01-19 12:10:03.964779,2027-01-29 21:19:32.901295
1001,338,44,,28.97,process_deliverable_5,2027-01-19 12:10:03.964779,2027-01-29 21:19:32.901295
1002,338,47,,28.97,process_deliverable_5,2027-01-19 12:10:03.964779,2027-01-29 21:19:32.901295
1003,337,40,,77.56,process_deliverable_2,2027-01-17 18:17:43.395892,2027-02-01 03:47:03.663672
1004,337,12,,77.56,process_deliverable_2,2027-01-17 18:17:43.395892,2027-02-01 03:47:03.663672
1005,336,42,,61.15,process_deliverable_1,2027-01-15 15:36:27.743916,2027-02-08 02:50:05.752188
1006,336,33,,61.15,process_deliverable_1,2027-01-15 15:36:27.743916,2027-02-08 02:50:05.752188
1007,335,55,,58.45,process_deliverable_4,2027-01-13 02:27:30.471613,2027-02-11 06:14:49.462280
1008,335,4,,58.45,process_deliverable_4,2027-01-13 02:27:30.471613,2027-02-11 06:14:49.462280
1009,335,59,,58.45,process_deliverable_4,2027-01-13 02:27:30.471613,2027-02-11 06:14:49.462280
1010,335,27,,58.45,process_deliverable_4,2027-01-13 02:27:30.471613,2027-02-11 06:14:49.462280
1011,335,30,,58.45,process_deliverable_4,2027-01-13 02:27:30.471613,2027-02-11 06:14:49.462280
1012,339,6,,27.16,process_deliverable_4,2027-02-01 03:47:03.663672,2027-02-16 11:19:22.432526
1013,339,50,,27.16,process_deliverable_4,2027-02-01 03:47:03.663672,2027-02-16 11:19:22.432526
1014,339,51,,27.16,process_deliverable_4,2027-02-01 03:47:03.663672,2027-02-16 11:19:22.432526
1015,339,18,,27.16,process_deliverable_4,2027-02-01 03:47:03.663672,2027-02-16 11:19:22.432526
1016,339,13,,27.16,process_deliverable_4,2027-02-01 03:47:03.663672,2027-02-16 11:19:22.432526
1017,340,21,,149.88,process_deliverable_1,2027-02-03 00:28:03.177758,2027-02-22 08:04:52.458930
1018,340,60,,149.88,process_deliverable_1,2027-02-03 00:28:03.177758,2027-02-22 08:04:52.458930
1019,341,8,,110.15,process_deliverable_2,2027-02-08 02:50:05.752188,2027-03-03 05:29:16.664576
1020,341,3,,110.15,process_deliverable_2,2027-02-08 02:50:05.752188,2027-03-03 05:29:16.664576
1021,343,34,,60.97,process_deliverable_5,2027-02-16 11:19:22.432526,2027-03-03 23:21:54.801496
1022,343,7,,60.97,process_deliverable_5,2027-02-16 11:19:22.432526,2027-03-03 23:21:54.801496
1023,343,11,,60.97,process_deliverable_5,2027-02-16 11:19:22.432526,2027-03-03 23:21:54.801496
1024,342,31,,30.54,process_deliverable_5,2027-02-11 06:14:49.462280,2027-03-12 01:04:22.415668
1025,342,14,,30.54,process_deliverable_5,2027-02-11 06:14:49.462280,2027-03-12 01:04:22.415668
1026,342,35,,30.54,process_deliverable_5,2027-02-11 06:14:49.462280,2027-03-12 01:04:22.415668
1027,344,54,,109.48,process_deliverable_2,2027-02-22 08:04:52.458930,2027-03-14 19:07:18.770060
1028,344,19,,109.48,process_deliverable_2,2027-02-22 08:04:52.458930,2027-03-14 19:07:18.770060
1029,345,49,,121.55,process_deliverable_4,2027-03-03 05:29:16.664576,2027-03-23 14:29:25.421080
1030,345,17,,121.55,process_deliverable_4,2027-03-03 05:29:16.664576,2027-03-23 14:29:25.421080
1031,345,5,,121.55,process_deliverable_4,2027-03-03 05:29:16.664576,2027-03-23 14:29:25.421080
1032,345,25,,121.55,process_deliverable_4,2027-03-03 05:29:16.664576,2027-03-23 14:29:25.421080
1033,345,53,,121.55,process_deliverable_4,2027-03-03 05:29:16.664576,2027-03-23 14:29:25.421080
1034,346,24,,156.16,process_deliverable_4,2027-03-14 19:07:18.770060,2027-04-06 11:43:40.669642
1035,346,26,,156.16,process_deliverable_4,2027-03-14 19:07:18.770060,2027-04-06 11:43:40.669642
1036,346,41,,156.16,process_deliverable_4,2027-03-14 19:07:18.770060,2027-04-06 11:43:40.669642
1037,346,15,,156.16,process_deliverable_4,2027-03-14 19:07:18.770060,2027-04-06 11:43:40.669642
1038,346,43,,156.16,process_deliverable_4,2027-03-14 19:07:18.770060,2027-04-06 11:43:40.669642
1039,347,37,,111.77,process_deliverable_5,2027-03-23 14:29:25.421080,2027-04-15 08:45:54.892960
1040,347,16,,111.77,process_deliverable_5,2027-03-23 14:29:25.421080,2027-04-15 08:45:54.892960
1041,347,56,,111.77,process_deliverable_5,2027-03-23 14:29:25.421080,2027-04-15 08:45:54.892960
1042,348,45,,67.94,process_deliverable_1,2027-04-02 15:29:42.612401,2027-04-23 08:09:57.922377
1043,348,48,,67.94,process_deliverable_1,2027-04-02 15:29:42.612401,2027-04-23 08:09:57.922377
1044,349,40,,137.65,process_deliverable_5,2027-04-06 11:43:40.669642,2027-04-23 16:21:23.015730
1045,349,29,,137.65,process_deliverable_5,2027-04-06 11:43:40.669642,2027-04-23 16:21:23.015730
1046,349,44,,137.65,process_deliverable_5,2027-04-06 11:43:40.669642,2027-04-23 16:21:23.015730
1047,350,42,,34.79,process_deliverable_1,2027-04-19 23:50:51.473563,2027-05-12 02:37:33.593214
1048,350,33,,34.79,process_deliverable_1,2027-04-19 23:50:51.473563,2027-05-12 02:37:33.593214
1049,352,21,,60.06,process_deliverable_1,2027-04-28 09:51:56.784700,2027-05-13 15:05:45.151866
1050,352,8,,60.06,process_deliverable_1,2027-04-28 09:51:56.784700,2027-05-13 15:05:45.151866
1051,351,60,,44.62,process_deliverable_2,2027-04-23 08:09:57.922377,2027-05-14 23:03:05.413537
1052,351,38,,44.62,process_deliverable_2,2027-04-23 08:09:57.922377,2027-05-14 23:03:05.413537
1053,355,36,,41.95,process_deliverable_4,2027-05-14 23:03:05.413537,2027-05-29 18:40:08.628236
1054,355,20,,41.95,process_deliverable_4,2027-05-14 23:03:05.413537,2027-05-29 18:40:08.628236
1055,355,47,,41.95,process_deliverable_4,2027-05-14 23:03:05.413537,2027-05-29 18:40:08.628236
1056,355,59,,41.95,process_deliverable_4,2027-05-14 23:03:05.413537,2027-05-29 18:40:08.628236
1057,355,27,,41.95,process_deliverable_4,2027-05-14 23:03:05.413537,2027-05-29 18:40:08.628236
1058,353,34,,60.91,process_deliverable_2,2027-05-12 02:37:33.593214,2027-06-05 07:09:08.415997
1059,353,23,,60.91,process_deliverable_2,2027-05-12 02:37:33.593214,2027-06-05 07:09:08.415997
1060,354,31,,146.98,process_deliverable_2,2027-05-13 15:05:45.151866,2027-06-05 21:05:02.050971
1061,354,22,,146.98,process_deliverable_2,2027-05-13 15:05:45.151866,2027-06-05 21:05:02.050971
1062,356,54,,40.45,process_deliverable_5,2027-05-29 18:40:08.628236,2027-06-23 03:43:48.947233
1063,356,30,,40.45,process_deliverable_5,2027-05-29 18:40:08.628236,2027-06-23 03:43:48.947233
1064,356,51,,40.45,process_deliverable_5,2027-05-29 18:40:08.628236,2027-06-23 03:43:48.947233
1065,358,32,,34.02,process_deliverable_4,2027-06-05 21:05:02.050971,2027-06-23 03:57:03.318135
1066,358,39,,34.02,process_deliverable_4,2027-06-05 21:05:02.050971,2027-06-23 03:57:03.318135
1067,358,11,,34.02,process_deliverable_4,2027-06-05 21:05:02.050971,2027-06-23 03:57:03.318135
1068,358,14,,34.02,process_deliverable_4,2027-06-05 21:05:02.050971,2027-06-23 03:57:03.318135
1069,358,35,,34.02,process_deliverable_4,2027-06-05 21:05:02.050971,2027-06-23 03:57:03.318135
1070,357,57,,158.06,process_deliverable_4,2027-06-05 07:09:08.415997,2027-06-27 18:20:43.200989
